Rank,Product_name,Ratings,Num_ratings,Num_reviews,DP,MRP,Remarks,Link
60,"Samsung Galaxy A10 (Blue, 32 GB)",4.3,8477,719,7990,8700,,https://www.flipkart.com/samsung-galaxy-a10-blue-32-gb/p/itmfen5uvzzwcm5f?pid=MOBFEN5UDNHGSGVX&srno=b_3_60&otracker=browse&lid=LSTMOBFEN5UDNHGSGVXVXXHKO&fm=organic&iid=3fa591df-576b-4b79-8081-0e50cf489a0f.MOBFEN5UDNHGSGVX.SEARCH&ssid=vhnczg9ff40000001566802208210
61,"Honor 9N (Midnight Black, 64 GB)",4.3,192722,18998,8499,15999,,https://www.flipkart.com/honor-9n-midnight-black-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARF4GYZXG9&srno=b_3_61&otracker=browse&lid=LSTMOBF6NARF4GYZXG9XF6YYF&fm=organic&iid=8a55ab04-9451-4189-ad56-9b00ca7749a5.MOBF6NARF4GYZXG9.SEARCH&ssid=vhnczg9ff40000001566802208210
62,"Honor 9N (Purple, 64 GB)",4.3,192722,18998,13999,15999,,https://www.flipkart.com/honor-9n-purple-64-gb/p/itmf9pgsehv6nmss?pid=MOBF8D8UE7HUXTHQ&srno=b_3_62&otracker=browse&lid=LSTMOBF8D8UE7HUXTHQ75QMUV&fm=organic&iid=36f6c767-852b-4983-b524-3edf47cf92ef.MOBF8D8UE7HUXTHQ.SEARCH&ssid=vhnczg9ff40000001566802208210
63,"Honor 9N (Sapphire Blue, 64 GB)",4.3,192722,18998,8499,15999,,https://www.flipkart.com/honor-9n-sapphire-blue-64-gb/p/itmf9pgsehv6nmss?pid=MOBF6NARU2TTTXBG&srno=b_3_63&otracker=browse&lid=LSTMOBF6NARU2TTTXBG35MWZK&fm=organic&iid=0048cd19-3277-45a8-9e83-d90b4781db64.MOBF6NARU2TTTXBG.SEARCH&ssid=vhnczg9ff40000001566802208210
64,"Redmi Y2 (Dark Grey, 64 GB)",4.4,17975,1323,9289,12198,,https://www.flipkart.com/redmi-y2-dark-grey-64-gb/p/itmfdkcmeqtyjsdk?pid=MOBF7XVRAGRUBCMC&srno=b_3_64&otracker=browse&lid=LSTMOBF7XVRAGRUBCMC9PBM8U&fm=organic&iid=1aa8fb48-ed5e-466c-8928-6b1f3504f63f.MOBF7XVRAGRUBCMC.SEARCH&ssid=vhnczg9ff40000001566802208210
65,"Vivo Y15 (Burgundy Red, 64 GB)",4.4,5011,397,13990,15990,,https://www.flipkart.com/vivo-y15-burgundy-red-64-gb/p/itmfgadf77s87w8x?pid=MOBFGQQYNC3WKZNU&srno=b_3_65&otracker=browse&lid=LSTMOBFGQQYNC3WKZNUYZMDQZ&fm=organic&iid=9ed398c6-03a5-4ae8-ab64-31088e3e80aa.MOBFGQQYNC3WKZNU.SEARCH&ssid=vhnczg9ff40000001566802208210
66,"Samsung Galaxy A30 (Blue, 64 GB)",4.4,11990,1000,15490,18000,,https://www.flipkart.com/samsung-galaxy-a30-blue-64-gb/p/itmfec2hhfgbsztr?pid=MOBFE4CSJX4KJN5R&srno=b_3_66&otracker=browse&lid=LSTMOBFE4CSJX4KJN5RMEYSOU&fm=organic&iid=b9696f56-2910-44f7-9626-81533cba7ea3.MOBFE4CSJX4KJN5R.SEARCH&ssid=vhnczg9ff40000001566802208210
67,"Moto G6 Plus (Indigo Black, 64 GB)",4.4,839,81,11835,18990,,https://www.flipkart.com/moto-g6-plus-indigo-black-64-gb/p/itmf8wmkt3rjbfud?pid=MOBF8WK2GZZKWRSH&srno=b_3_67&otracker=browse&lid=LSTMOBF8WK2GZZKWRSHBYWXY3&fm=organic&iid=1f57c64d-17ee-4912-9c3f-a6c6e1c4ad0a.MOBF8WK2GZZKWRSH.SEARCH&ssid=vhnczg9ff40000001566802208210
68,"OPPO F11 (Marble Green, 128 GB)",4.5,410,39,17990,23990,,https://www.flipkart.com/oppo-f11-marble-green-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFG2FZPRRMNDDK&srno=b_3_68&otracker=browse&lid=LSTMOBFG2FZPRRMNDDKMITVTF&fm=organic&iid=0bccc08d-75f1-48fb-b838-d48cde8c2b42.MOBFG2FZPRRMNDDK.SEARCH&ssid=vhnczg9ff40000001566802208210
69,"Vivo Y90 (Black, 16 GB)",4.4,94,6,6990,7990,,https://www.flipkart.com/vivo-y90-black-16-gb/p/itmfgzgfzyehap4e?pid=MOBFGZGFSZRET4E5&srno=b_3_69&otracker=browse&lid=LSTMOBFGZGFSZRET4E5WMZUDV&fm=organic&iid=d3b6a9ad-abb4-4017-a65e-bf5ebf0427b6.MOBFGZGFSZRET4E5.SEARCH&ssid=vhnczg9ff40000001566802208210
70,"OPPO A7 (Glaze Blue, 64 GB)",4.4,2921,213,12990,18990,,https://www.flipkart.com/oppo-a7-glaze-blue-64-gb/p/itmfb37gqa44nrzq?pid=MOBFB37GDP8NJYXS&srno=b_3_70&otracker=browse&lid=LSTMOBFB37GDP8NJYXSHLSTPB&fm=organic&iid=dccd4146-36f0-44d8-a06e-419dd53e7b1b.MOBFB37GDP8NJYXS.SEARCH&ssid=vhnczg9ff40000001566802208210
71,"OPPO A7 (Glaze Blue, 64 GB)",4.3,1399,115,12990,16990,,https://www.flipkart.com/oppo-a7-glaze-blue-64-gb/p/itmfb37gqa44nrzq?pid=MOBFCKHGARWBSFRZ&srno=b_3_71&otracker=browse&lid=LSTMOBFCKHGARWBSFRZ5U5CZI&fm=organic&iid=7a56e4d9-1b42-47f5-8235-5a770d557c49.MOBFCKHGARWBSFRZ.SEARCH&ssid=vhnczg9ff40000001566802208210
72,"Honor 8x (Black, 64 GB)",4.4,2597,277,10999,17999,,https://www.flipkart.com/honor-8x-black-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFCVYASEU779ZZ&srno=b_3_72&otracker=browse&lid=LSTMOBFCVYASEU779ZZNHV9JT&fm=organic&iid=6390e0e8-00cb-4ae2-914c-439e5c7e41d1.MOBFCVYASEU779ZZ.SEARCH&ssid=vhnczg9ff40000001566802208210
73,"Honor 10 Lite (Sky Blue, 64 GB)",4.4,1972,182,12999,18999,,https://www.flipkart.com/honor-10-lite-sky-blue-64-gb/p/itmfcskyfwjeaafh?pid=MOBFCG2TPGKPUAF9&srno=b_4_73&otracker=browse&lid=LSTMOBFCG2TPGKPUAF95ZBBB8&fm=organic&iid=dd605347-89e0-4a02-9209-006f6b4d96b7.MOBFCG2TPGKPUAF9.SEARCH&ssid=qg0ektvmsg0000001566802211450
74,"OPPO A5s (Blue, 32 GB)",4.3,1948,155,8990,12990,,https://www.flipkart.com/oppo-a5s-blue-32-gb/p/itmffhgzsqaczrn4?pid=MOBFGHYFHHRNZAZF&srno=b_4_74&otracker=browse&lid=LSTMOBFGHYFHHRNZAZFDXLLS0&fm=organic&iid=0ce6bd24-cce1-45b9-8bdf-2a58fab9a0b6.MOBFGHYFHHRNZAZF.SEARCH&ssid=qg0ektvmsg0000001566802211450
75,"OPPO A5s (Green, 64 GB)",4.3,522,37,11990,15990,,https://www.flipkart.com/oppo-a5s-green-64-gb/p/itmffhgzsqaczrn4?pid=MOBFHHSQXFJWC2SH&srno=b_4_75&otracker=browse&lid=LSTMOBFHHSQXFJWC2SHZEGJYK&fm=organic&iid=b8a59134-4cca-4c7c-b1fe-f513fb887414.MOBFHHSQXFJWC2SH.SEARCH&ssid=qg0ektvmsg0000001566802211450
76,"OPPO A5s (Gold, 64 GB)",4.3,522,37,11990,15990,,https://www.flipkart.com/oppo-a5s-gold-64-gb/p/itmffhgzsqaczrn4?pid=MOBFHHSQH9AHZRAW&srno=b_4_76&otracker=browse&lid=LSTMOBFHHSQH9AHZRAWYYLEGX&fm=organic&iid=16ad7f24-d3bb-4fc4-8726-ddf07047e1f6.MOBFHHSQH9AHZRAW.SEARCH&ssid=qg0ektvmsg0000001566802211450
77,"Honor 8X (Blue, 128 GB)",4.4,3373,355,16795,18450,,https://www.flipkart.com/honor-8x-blue-128-gb/p/itmfg4j7fhhgmmeu?pid=MOBFBGVVAGETC72X&srno=b_4_77&otracker=browse&lid=LSTMOBFBGVVAGETC72XHHMY2N&fm=organic&iid=517af5d0-b350-4dfa-b6a4-cb45e5854079.MOBFBGVVAGETC72X.SEARCH&ssid=qg0ektvmsg0000001566802211450
78,"Honor 8X (Red, 64 GB)",4.4,2597,277,13898,17999,,https://www.flipkart.com/honor-8x-red-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFCW59BREZGWZE&srno=b_4_78&otracker=browse&lid=LSTMOBFCW59BREZGWZEPBSBZY&fm=organic&iid=6a03fefd-4576-4d07-bc69-f35ef20eb000.MOBFCW59BREZGWZE.SEARCH&ssid=qg0ektvmsg0000001566802211450
79,"Nokia 1 (Warm Red, 8 GB)",4,10557,1300,3775,4295,,https://www.flipkart.com/nokia-1-warm-red-8-gb/p/itmf3s39sjpyj5us?pid=MOBF3VBZJGBFGGZV&srno=b_4_79&otracker=browse&lid=LSTMOBF3VBZJGBFGGZVCWD1QL&fm=organic&iid=a79d12b6-1be5-4f57-a71d-2a63bf7e1b83.MOBF3VBZJGBFGGZV.SEARCH&ssid=qg0ektvmsg0000001566802211450
80,"Samsung Galaxy A30 (Black, 64 GB)",4.4,11990,1000,15490,18000,,https://www.flipkart.com/samsung-galaxy-a30-black-64-gb/p/itmfec2hqbxcmbzn?pid=MOBFE4CSBDN9XETN&srno=b_4_80&otracker=browse&lid=LSTMOBFE4CSBDN9XETNBWZ0GC&fm=organic&iid=bc2fd8b0-dcea-43b6-a983-d455dbfd4859.MOBFE4CSBDN9XETN.SEARCH&ssid=qg0ektvmsg0000001566802211450
81,"Redmi 5 (Gold, 64 GB)",4.3,2431,176,8998,11999,,https://www.flipkart.com/redmi-5-gold-64-gb/p/itmf9gjw8gy9vfv3?pid=MOBF78HZP5GRBNP5&srno=b_4_81&otracker=browse&lid=LSTMOBF78HZP5GRBNP5UE5G5A&fm=organic&iid=79594e17-8e20-4dd3-998b-d0b757589cbe.MOBF78HZP5GRBNP5.SEARCH&ssid=qg0ektvmsg0000001566802211450
82,"Vivo Y12 (Aqua Blue, 64 GB)",4.3,922,71,11990,13990,,https://www.flipkart.com/vivo-y12-aqua-blue-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGKMWU4EPU&srno=b_4_82&otracker=browse&lid=LSTMOBFH4YGKMWU4EPU4EDZDH&fm=organic&iid=ac022091-a051-4150-b7bb-b0714c067917.MOBFH4YGKMWU4EPU.SEARCH&ssid=qg0ektvmsg0000001566802211450
83,"Vivo Y12 (Burgundy Red, 64 GB)",4.3,922,71,11990,13990,,https://www.flipkart.com/vivo-y12-burgundy-red-64-gb/p/itmfhyjvucp5mueg?pid=MOBFH4YGZZ5SUKGF&srno=b_4_83&otracker=browse&lid=LSTMOBFH4YGZZ5SUKGFVGW0XX&fm=organic&iid=8878ed4c-ccc5-4e0c-a7fa-477a00b42f0f.MOBFH4YGZZ5SUKGF.SEARCH&ssid=qg0ektvmsg0000001566802211450
84,"Vivo Y12 (Aqua Blue, 32 GB)",4.4,675,47,12490,14990,,https://www.flipkart.com/vivo-y12-aqua-blue-32-gb/p/itmfhyjvucp5mueg?pid=MOBFHYJVXAF2RBXF&srno=b_4_84&otracker=browse&lid=LSTMOBFHYJVXAF2RBXFAMDMRX&fm=organic&iid=4f638504-034c-425e-a44c-8956f871752c.MOBFHYJVXAF2RBXF.SEARCH&ssid=qg0ektvmsg0000001566802211450
85,"OPPO A7 (Glaring Gold, 64 GB)",4.4,2921,213,12990,18990,,https://www.flipkart.com/oppo-a7-glaring-gold-64-gb/p/itmfb37gqa44nrzq?pid=MOBFB37G2GV8TZJY&srno=b_4_85&otracker=browse&lid=LSTMOBFB37G2GV8TZJYOVLRGE&fm=organic&iid=bd017eca-d8aa-4a42-b034-08502ff51232.MOBFB37G2GV8TZJY.SEARCH&ssid=qg0ektvmsg0000001566802211450
86,"Honor 8X (Blue, 64 GB)",4.4,3373,355,12999,19999,,https://www.flipkart.com/honor-8x-blue-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFETV7GQZPQRZY&srno=b_4_86&otracker=browse&lid=LSTMOBFETV7GQZPQRZYMQ9EHA&fm=organic&iid=19643214-d42f-42c9-8549-6ba95a0f0d85.MOBFETV7GQZPQRZY.SEARCH&ssid=qg0ektvmsg0000001566802211450
87,"Samsung Galaxy A20 (Deep Blue, 32 GB)",4.3,10502,912,11490,12900,,https://www.flipkart.com/samsung-galaxy-a20-deep-blue-32-gb/p/itmffag4fpdgcguy?pid=MOBFFAG4C5CZF4VN&srno=b_4_87&otracker=browse&lid=LSTMOBFFAG4C5CZF4VNHPKNYG&fm=organic&iid=b11464c2-57fc-4a24-92be-061b3fe98fd4.MOBFFAG4C5CZF4VN.SEARCH&ssid=qg0ektvmsg0000001566802211450
88,"OPPO A3s (Red, 64 GB)",4.3,9475,722,9990,13990,,https://www.flipkart.com/oppo-a3s-red-64-gb/p/itmfgej4rzqsepsz?pid=MOBFG5BJVX7XAGA6&srno=b_4_88&otracker=browse&lid=LSTMOBFG5BJVX7XAGA6LUGLCQ&fm=organic&iid=0ba41604-3c98-47a6-9442-d7fe9450b64b.MOBFG5BJVX7XAGA6.SEARCH&ssid=qg0ektvmsg0000001566802211450
89,"OPPO A5s (Black, 32 GB)",4.4,1349,101,9990,13990,,https://www.flipkart.com/oppo-a5s-black-32-gb/p/itmffhgzsqaczrn4?pid=MOBFH3XMSZHGY6ZP&srno=b_4_89&otracker=browse&lid=LSTMOBFH3XMSZHGY6ZPRPF7TF&fm=organic&iid=7f185784-143c-487d-a262-d48da5353da3.MOBFH3XMSZHGY6ZP.SEARCH&ssid=qg0ektvmsg0000001566802211450
90,"OPPO A5s (Blue, 32 GB)",4.4,1349,101,9990,13990,,https://www.flipkart.com/oppo-a5s-blue-32-gb/p/itmffhgzsqaczrn4?pid=MOBFHVM3WGE7EU7H&srno=b_4_90&otracker=browse&lid=LSTMOBFHVM3WGE7EU7HOSELO0&fm=organic&iid=10016b9d-5326-4474-8cea-a88f85c1f7f6.MOBFHVM3WGE7EU7H.SEARCH&ssid=qg0ektvmsg0000001566802211450
91,"OPPO A5s (Black, 32 GB)",4.3,1948,155,8990,12990,,https://www.flipkart.com/oppo-a5s-black-32-gb/p/itmffhgzsqaczrn4?pid=MOBFFHGZ56TVRDZW&srno=b_4_91&otracker=browse&lid=LSTMOBFFHGZ56TVRDZWODYHF5&fm=organic&iid=edfda73f-3375-47c9-adf0-fb050f580528.MOBFFHGZ56TVRDZW.SEARCH&ssid=qg0ektvmsg0000001566802211450
92,"Honor 8X (Black, 128 GB)",4.4,3373,355,17799,18699,,https://www.flipkart.com/honor-8x-black-128-gb/p/itmfg4j7fhhgmmeu?pid=MOBFBJYTDSVFZBVZ&srno=b_4_92&otracker=browse&lid=LSTMOBFBJYTDSVFZBVZ3CZONO&fm=organic&iid=3e0de1fd-9ac1-47d9-87fe-a573f49664a0.MOBFBJYTDSVFZBVZ.SEARCH&ssid=qg0ektvmsg0000001566802211450
93,"Redmi Y3 (Prime Black, 64 GB)",4.4,1060,83,12299,13999,,https://www.flipkart.com/redmi-y3-prime-black-64-gb/p/itmfhjdfnedmrgaz?pid=MOBFFWJWHJAKBHFN&srno=b_4_93&otracker=browse&lid=LSTMOBFFWJWHJAKBHFNOIW9ED&fm=organic&iid=a9de022e-7741-4d74-99df-75d2ff0e5f64.MOBFFWJWHJAKBHFN.SEARCH&ssid=qg0ektvmsg0000001566802211450
94,"Honor 10 Lite (Sapphire Blue, 64 GB)",4.4,46118,5132,10999,16999,,https://www.flipkart.com/honor-10-lite-sapphire-blue-64-gb/p/itmfcskyfwjeaafh?pid=MOBFCG2T7SFGFWPG&srno=b_4_94&otracker=browse&lid=LSTMOBFCG2T7SFGFWPGPHP6CP&fm=organic&iid=614fe398-34c5-4be0-98ab-759d1ff01324.MOBFCG2T7SFGFWPG.SEARCH&ssid=qg0ektvmsg0000001566802211450
95,"Honor 10 Lite (Midnight Black, 64 GB)",4.4,46118,5132,10999,16999,,https://www.flipkart.com/honor-10-lite-midnight-black-64-gb/p/itmfcskyfwjeaafh?pid=MOBFCG2TBNYVKMSY&srno=b_4_95&otracker=browse&lid=LSTMOBFCG2TBNYVKMSYEJM463&fm=organic&iid=cbe959cd-25e7-446b-bf55-e1e0670d4a6d.MOBFCG2TBNYVKMSY.SEARCH&ssid=qg0ektvmsg0000001566802211450
96,"Honor 10 Lite (Sapphire Blue, 32 GB)",4.3,7884,834,8999,13999,,https://www.flipkart.com/honor-10-lite-sapphire-blue-32-gb/p/itmfcskyfwjeaafh?pid=MOBFEMY3UZZUND2Z&srno=b_4_96&otracker=browse&lid=LSTMOBFEMY3UZZUND2ZS1IQDW&fm=organic&iid=5b4b1425-e126-4fb6-94d4-38c94d20155d.MOBFEMY3UZZUND2Z.SEARCH&ssid=qg0ektvmsg0000001566802211450
97,"Vivo Y91i (Fusion Black, 16 GB)",4.3,6268,524,7990,8990,,https://www.flipkart.com/vivo-y91i-fusion-black-16-gb/p/itmff6vsadyrbauf?pid=MOBFEF9HYY3BQJRZ&srno=b_5_97&otracker=browse&lid=LSTMOBFEF9HYY3BQJRZHPK78S&fm=organic&iid=3ff42064-fce5-41ac-b344-5f2046443205.MOBFEF9HYY3BQJRZ.SEARCH&ssid=5u1th88tls0000001566802214231
98,"Vivo Y91i (Ocean Blue, 32 GB)",4.3,6268,524,7990,9990,,https://www.flipkart.com/vivo-y91i-ocean-blue-32-gb/p/itmff6vsadyrbauf?pid=MOBFEFCPGZZWYNRY&srno=b_5_98&otracker=browse&lid=LSTMOBFEFCPGZZWYNRYKAJG2F&fm=organic&iid=8683276c-f952-4dbe-a772-4ce8f02ab59f.MOBFEFCPGZZWYNRY.SEARCH&ssid=5u1th88tls0000001566802214231
99,"OPPO A9 (Marble Green, 128 GB)",4.5,74,2,15490,16990,,https://www.flipkart.com/oppo-a9-marble-green-128-gb/p/itmfgnd9z4gpykh8?pid=MOBFGND94VJJ2VSE&srno=b_5_99&otracker=browse&lid=LSTMOBFGND94VJJ2VSEXEX3ZL&fm=organic&iid=ab6886cb-73a7-433c-9d4a-19e256f28206.MOBFGND94VJJ2VSE.SEARCH&ssid=5u1th88tls0000001566802214231
100,"OPPO A9 (Fluorite Purple, 128 GB)",4.5,74,2,15490,16990,,https://www.flipkart.com/oppo-a9-fluorite-purple-128-gb/p/itmfgnd9z4gpykh8?pid=MOBFGND9HZ4ER2MZ&srno=b_5_100&otracker=browse&lid=LSTMOBFGND9HZ4ER2MZLWW3Y3&fm=organic&iid=beeda2d0-ff08-44bf-b8de-596be3210fda.MOBFGND9HZ4ER2MZ.SEARCH&ssid=5u1th88tls0000001566802214231
101,"Honor Play (Midnight Black, 64 GB)",4.5,514,79,12999,25999,,https://www.flipkart.com/honor-play-midnight-black-64-gb/p/itmf9p9hzjzgcsg7?pid=MOBF8QXYWYZRKUTW&srno=b_5_101&otracker=browse&lid=LSTMOBF8QXYWYZRKUTWWHQ2J1&fm=organic&iid=63229bf2-73a7-40ad-afff-6c99b56583dc.MOBF8QXYWYZRKUTW.SEARCH&ssid=5u1th88tls0000001566802214231
102,"Redmi 6 Pro (Black, 32 GB)",4.3,6596,520,9490,9670,,https://www.flipkart.com/redmi-6-pro-black-32-gb/p/itmfdswrffgpqv7z?pid=MOBFBH5TEXA3BVDZ&srno=b_5_102&otracker=browse&lid=LSTMOBFBH5TEXA3BVDZD4REGT&fm=organic&iid=2db5c10a-f3eb-4b6c-80a3-66718152222c.MOBFBH5TEXA3BVDZ.SEARCH&ssid=5u1th88tls0000001566802214231
103,"Redmi 6 Pro (Rose Gold, 32 GB)",4.3,6596,520,9278,11499,,https://www.flipkart.com/redmi-6-pro-rose-gold-32-gb/p/itmfdswrffgpqv7z?pid=MOBFDPHD7DEPCYFQ&srno=b_5_103&otracker=browse&lid=LSTMOBFDPHD7DEPCYFQDIP2AU&fm=organic&iid=ffdc8f43-0fa1-42c7-b0e9-f5a822df6a44.MOBFDPHD7DEPCYFQ.SEARCH&ssid=5u1th88tls0000001566802214231
104,"Realme C1 (Navy Blue, 32 GB)",4.4,380461,41569,7499,8999,,https://www.flipkart.com/realme-c1-navy-blue-32-gb/p/itmfdzj8h22gq6zu?pid=MOBFCUKYWHGHYJBD&srno=b_5_104&otracker=browse&lid=LSTMOBFCUKYWHGHYJBDD8VZPG&fm=organic&iid=444e6c80-ce88-4d6b-9f93-14025674f505.MOBFCUKYWHGHYJBD.SEARCH&ssid=5u1th88tls0000001566802214231
105,"Redmi Y2 (Black, 32 GB)",4.5,98440,6721,7499,10499,,https://www.flipkart.com/redmi-y2-black-32-gb/p/itmfdkcmhbrkskm4?pid=MOBFAANUCBGSRADJ&srno=b_5_105&otracker=browse&lid=LSTMOBFAANUCBGSRADJICFA9Q&fm=organic&iid=bfdd200a-1fcc-4a12-935b-a0fda22dddfe.MOBFAANUCBGSRADJ.SEARCH&ssid=5u1th88tls0000001566802214231
106,"OPPO A5s (Red, 32 GB)",4.3,1948,155,8990,12990,,https://www.flipkart.com/oppo-a5s-red-32-gb/p/itmffhgzsqaczrn4?pid=MOBFFHGZAYCCZZDF&srno=b_5_106&otracker=browse&lid=LSTMOBFFHGZAYCCZZDFWOYXZI&fm=organic&iid=338ff6f6-402a-44e5-bf8f-7dc25b38feef.MOBFFHGZAYCCZZDF.SEARCH&ssid=5u1th88tls0000001566802214231
107,"Redmi Note 6 Pro (Blue, 64 GB)",4.5,104659,9560,12999,17999,,https://www.flipkart.com/redmi-note-6-pro-blue-64-gb/p/itmfb2fbkhc5q9y3?pid=MOBFAJB4AVPG87YK&srno=b_5_107&otracker=browse&lid=LSTMOBFAJB4AVPG87YKVE46PQ&fm=organic&iid=ee23da4d-678f-4fc1-872a-6a091ff4dc74.MOBFAJB4AVPG87YK.SEARCH&ssid=5u1th88tls0000001566802214231
108,"Redmi 6A (Blue, 16 GB)",4.3,38733,2795,6490,6999,,https://www.flipkart.com/redmi-6a-blue-16-gb/p/itmfggjrdnrmscwf?pid=MOBF9Z2Z3YDBSF6V&srno=b_5_108&otracker=browse&lid=LSTMOBF9Z2Z3YDBSF6VVAPITK&fm=organic&iid=a8046286-e07a-44eb-9fdb-a055a1e97232.MOBF9Z2Z3YDBSF6V.SEARCH&ssid=5u1th88tls0000001566802214231
109,"Redmi 6A (Black, 32 GB)",4.3,38733,2795,6474,7999,,https://www.flipkart.com/redmi-6a-black-32-gb/p/itmfggjrdnrmscwf?pid=MOBFAMZF2GJSXFMZ&srno=b_5_109&otracker=browse&lid=LSTMOBFAMZF2GJSXFMZTRDDAB&fm=organic&iid=c94afff6-38f8-4daf-9ab2-46faa87713e5.MOBFAMZF2GJSXFMZ.SEARCH&ssid=5u1th88tls0000001566802214231
110,"Redmi 6 Pro (Gold, 32 GB)",4.3,6596,520,9040,10999,,https://www.flipkart.com/redmi-6-pro-gold-32-gb/p/itmfdswrffgpqv7z?pid=MOBFBH5TW6X8AHC9&srno=b_5_110&otracker=browse&lid=LSTMOBFBH5TW6X8AHC9B7VHVN&fm=organic&iid=47c1b485-0b0d-41fd-a9a3-cb41093b652c.MOBFBH5TW6X8AHC9.SEARCH&ssid=5u1th88tls0000001566802214231
111,"Samsung Galaxy M20 (Charcoal Black, 32 GB)",4.3,1092,87,11150,11290,,https://www.flipkart.com/samsung-galaxy-m20-charcoal-black-32-gb/p/itmfe4bfyznwhzsg?pid=MOBFE45MWRFNYHN8&srno=b_5_111&otracker=browse&lid=LSTMOBFE45MWRFNYHN8IZLGP1&fm=organic&iid=42c5483f-86cc-4d9d-815c-5736b2eb0526.MOBFE45MWRFNYHN8.SEARCH&ssid=5u1th88tls0000001566802214231
112,"Realme U1 (Brave Blue, 32 GB)",4.4,4350,447,9435,10485,,https://www.flipkart.com/realme-u1-brave-blue-32-gb/p/itmfckrcygbmhzrt?pid=MOBFCKRJGR8ZUWTZ&srno=b_5_112&otracker=browse&lid=LSTMOBFCKRJGR8ZUWTZ8WFGIX&fm=organic&iid=4a889301-62ae-454c-abdd-a8c386f6abd0.MOBFCKRJGR8ZUWTZ.SEARCH&ssid=5u1th88tls0000001566802214231
113,"Realme U1 (Ambitious Black, 32 GB)",4.4,4350,447,9130,12999,,https://www.flipkart.com/realme-u1-ambitious-black-32-gb/p/itmfckrcygbmhzrt?pid=MOBFCKH5849N3Z9G&srno=b_5_113&otracker=browse&lid=LSTMOBFCKH5849N3Z9GIAVNRM&fm=organic&iid=6bb4b803-79f0-4463-992f-1e7e17957cc9.MOBFCKH5849N3Z9G.SEARCH&ssid=5u1th88tls0000001566802214231
114,"Samsung Galaxy M10 (Charcoal Black, 32 GB)",4.3,715,50,8916,9290,,https://www.flipkart.com/samsung-galaxy-m10-charcoal-black-32-gb/p/itmfe6d29gmkt4jp?pid=MOBFE69APFAP9HNA&srno=b_5_114&otracker=browse&lid=LSTMOBFE69APFAP9HNAHFEM4O&fm=organic&iid=3abd8c83-2f88-4e40-b3b3-22c815de1c9d.MOBFE69APFAP9HNA.SEARCH&ssid=5u1th88tls0000001566802214231
115,"Vivo V15 (Frozen Black, 64 GB)",4.4,13252,1200,19990,26990,,https://www.flipkart.com/vivo-v15-frozen-black-64-gb/p/itmfgy3wssspmt6w?pid=MOBFEKXYTGYFG5S9&srno=b_5_115&otracker=browse&lid=LSTMOBFEKXYTGYFG5S9VOCICW&fm=organic&iid=79cf0484-e570-4dd9-b15b-8f3532b393d8.MOBFEKXYTGYFG5S9.SEARCH&ssid=5u1th88tls0000001566802214231
116,"Moto G7 Power (Ceramic Black, 64 GB)",4.3,990,105,12999,15999,,https://www.flipkart.com/moto-g7-power-ceramic-black-64-gb/p/itmfdpkbvreye3jh?pid=MOBFDPKBGFFGYHWZ&srno=b_5_116&otracker=browse&lid=LSTMOBFDPKBGFFGYHWZJVIKRW&fm=organic&iid=1654d509-84ac-4778-9e95-6102b4154792.MOBFDPKBGFFGYHWZ.SEARCH&ssid=5u1th88tls0000001566802214231
117,"Honor Play (Navy Blue, 64 GB)",4.5,514,79,12999,25999,,https://www.flipkart.com/honor-play-navy-blue-64-gb/p/itmf9p9hzjzgcsg7?pid=MOBF8SSD7N59GG4Q&srno=b_5_117&otracker=browse&lid=LSTMOBF8SSD7N59GG4Q6ATHVE&fm=organic&iid=87dc1ea7-d23c-4878-9685-1cb3d61451a8.MOBF8SSD7N59GG4Q.SEARCH&ssid=5u1th88tls0000001566802214231
118,"Apple iPhone 6s (Space Grey, 32 GB)",4.5,86263,8982,29799,29900,,https://www.flipkart.com/apple-iphone-6s-space-grey-32-gb/p/itmen2yyjfzpspyg?pid=MOBEN2YYKU9386TQ&srno=b_5_118&otracker=browse&lid=LSTMOBEN2YYKU9386TQCCN1OM&fm=organic&iid=c6d36b6f-e96d-43bf-bd32-26e19f99c157.MOBEN2YYKU9386TQ.SEARCH&ssid=5u1th88tls0000001566802214231
119,"Redmi 5 (Rose Gold, 64 GB)",4.3,2431,176,8394,11999,,https://www.flipkart.com/redmi-5-rose-gold-64-gb/p/itmfg9uuxztrzvdd?pid=MOBF8A8YFUZWAGPR&srno=b_5_119&otracker=browse&lid=LSTMOBF8A8YFUZWAGPR1DIP62&fm=organic&iid=b1e61445-4f4d-42b2-a7f5-2f5628e1ed91.MOBF8A8YFUZWAGPR.SEARCH&ssid=5u1th88tls0000001566802214231
